Il,Ilce,Urun Adi,Verim (Kg/Dekar),Ortalama Sicaklik,Maksimal Sicaklik,Minimal Sicaklik,Ortalama Bagil Nem,Yagis Miktari,Yagisli Gun Sayisi,Guneslenme Saati,Atmosfer Basinci,Rakim
KONYA,CELTIK,Aycicegi (Yaglik) 1. Ekilis Kuru,   150,12.05,18.23,5.77,53.75,34.33,4.83,9.26,91.314,853.0
KONYA,CUMRA,Aycicegi (Yaglik) 1. Ekilis Sulu,   388,13.11,19.39,6.67,47.75,23.58,3.67,9.67,89.528,1015.0
KONYA,CUMRA,Aycicegi (Yaglik) 1. Ekilis Kuru,   55,13.11,19.39,6.67,47.75,23.58,3.67,9.67,89.528,1015.0
KONYA,DEREBUCAK,Aycicegi (Yaglik) 1. Ekilis Sulu,   191,9.59,14.57,4.69,62.83,64.5,6.17,8.56,87.36,1216.0
KONYA,DEREBUCAK,Aycicegi (Yaglik) 1. Ekilis Kuru,   150,9.59,14.57,4.69,62.83,64.5,6.17,8.56,87.36,1216.0
KONYA,DOGANHISAR,Aycicegi (Yaglik) 1. Ekilis Sulu,   426,9.75,15.07,4.52,57.75,35.08,4.92,9.03,87.542,1199.0
KONYA,DOGANHISAR,Aycicegi (Yaglik) 1. Ekilis Kuru,   300,9.75,15.07,4.52,57.75,35.08,4.92,9.03,87.542,1199.0
KONYA,EMIRGAZI,Aycicegi (Yaglik) 1. Ekilis Sulu,   235,13.0,18.42,7.35,47.42,25.67,3.92,9.88,88.691,1092.0
KONYA,EMIRGAZI,Aycicegi (Yaglik) 1. Ekilis Kuru,   200,13.0,18.42,7.35,47.42,25.67,3.92,9.88,88.691,1092.0
KONYA,EREGLI,Aycicegi (Yaglik) 1. Ekilis Sulu,   382,12.53,18.3,6.73,46.67,28.0,4.0,9.81,89.136,1051.0
KONYA,EREGLI,Aycicegi (Yaglik) 1. Ekilis Kuru,   150,12.53,18.3,6.73,46.67,28.0,4.0,9.81,89.136,1051.0
KONYA,GUNEYSINIR,Aycicegi (Yaglik) 1. Ekilis Sulu,   267,11.68,17.95,5.17,49.83,28.42,3.92,9.55,88.572,1103.0
KONYA,GUNEYSINIR,Aycicegi (Yaglik) 1. Ekilis Kuru,   200,11.68,17.95,5.17,49.83,28.42,3.92,9.55,88.572,1103.0
KONYA,HALKAPINAR,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,8.58,13.13,4.12,51.75,39.33,4.83,9.58,87.723,1182.0
KONYA,HALKAPINAR,Aycicegi (Yaglik) 1. Ekilis Kuru,   270,8.58,13.13,4.12,51.75,39.33,4.83,9.58,87.723,1182.0
KONYA,HUYUK,Aycicegi (Yaglik) 1. Ekilis Sulu,   246,10.0,14.97,5.17,59.42,42.67,5.67,8.61,87.031,1247.0
KONYA,HUYUK,Aycicegi (Yaglik) 1. Ekilis Kuru,   109,10.0,14.97,5.17,59.42,42.67,5.67,8.61,87.031,1247.0
KONYA,ILGIN,Aycicegi (Yaglik) 1. Ekilis Sulu,   382,11.55,17.35,5.82,56.67,33.83,4.83,9.18,89.354,1031.0
KONYA,ILGIN,Aycicegi (Yaglik) 1. Ekilis Kuru,   191,11.55,17.35,5.82,56.67,33.83,4.83,9.18,89.354,1031.0
KONYA,KADINHANI,Aycicegi (Yaglik) 1. Ekilis Sulu,   382,11.21,16.77,5.63,55.17,36.08,5.17,9.41,88.249,1133.0
KONYA,KADINHANI,Aycicegi (Yaglik) 1. Ekilis Kuru,   191,11.21,16.77,5.63,55.17,36.08,5.17,9.41,88.249,1133.0
KONYA,KADINHANI,Aycicegi (Yaglik) 2. Ekilis Sulu,   355,11.21,16.77,5.63,55.17,36.08,5.17,9.41,88.249,1133.0
KONYA,KADINHANI,Aycicegi (Yaglik) 2. Ekilis Kuru,   95,11.21,16.77,5.63,55.17,36.08,5.17,9.41,88.249,1133.0
KONYA,KARAPINAR,Aycicegi (Yaglik) 1. Ekilis Sulu,   327,13.56,19.19,7.89,48.33,25.83,4.17,9.74,89.801,990.0
KONYA,KARAPINAR,Aycicegi (Yaglik) 1. Ekilis Kuru,   150,13.56,19.19,7.89,48.33,25.83,4.17,9.74,89.801,990.0
KONYA,KARAPINAR,Aycicegi (Yaglik) 2. Ekilis Sulu,   246,13.56,19.19,7.89,48.33,25.83,4.17,9.74,89.801,990.0
KONYA,KARAPINAR,Aycicegi (Yaglik) 2. Ekilis Kuru,   100,13.56,19.19,7.89,48.33,25.83,4.17,9.74,89.801,990.0
KONYA,KARATAY,Aycicegi (Yaglik) 1. Ekilis Sulu,   422,12.2,18.17,6.12,51.58,27.17,4.17,9.58,89.605,1008.0
KONYA,KARATAY,Aycicegi (Yaglik) 1. Ekilis Kuru,   310,12.2,18.17,6.12,51.58,27.17,4.17,9.58,89.605,1008.0
KONYA,KULU,Aycicegi (Yaglik) 1. Ekilis Sulu,   191,12.17,17.69,6.53,52.33,31.33,4.5,9.73,89.725,997.0
KONYA,KULU,Aycicegi (Yaglik) 1. Ekilis Kuru,   155,12.17,17.69,6.53,52.33,31.33,4.5,9.73,89.725,997.0
KONYA,MERAM,Aycicegi (Yaglik) 1. Ekilis Sulu,   426,11.57,17.45,5.59,52.92,27.17,4.17,9.58,89.212,1044.0
KONYA,MERAM,Aycicegi (Yaglik) 1. Ekilis Kuru,   330,11.57,17.45,5.59,52.92,27.17,4.17,9.58,89.212,1044.0
KONYA,SARAYONU,Aycicegi (Yaglik) 1. Ekilis Sulu,   213,12.09,17.97,6.24,52.58,29.25,4.33,9.63,89.006,1063.0
KONYA,SARAYONU,Aycicegi (Yaglik) 1. Ekilis Kuru,   130,12.09,17.97,6.24,52.58,29.25,4.33,9.63,89.006,1063.0
KONYA,SELCUKLU,Aycicegi (Yaglik) 1. Ekilis Sulu,   377,12.2,18.17,6.12,51.58,33.83,5.17,9.5,89.201,1045.0
KONYA,SELCUKLU,Aycicegi (Yaglik) 1. Ekilis Kuru,   150,12.2,18.17,6.12,51.58,33.83,5.17,9.5,89.201,1045.0
KONYA,TUZLUKCU,Aycicegi (Yaglik) 1. Ekilis Sulu,   120,12.29,17.93,6.86,56.5,32.75,4.75,9.16,89.758,994.0
KONYA,TUZLUKCU,Aycicegi (Yaglik) 1. Ekilis Kuru,   87,12.29,17.93,6.86,56.5,32.75,4.75,9.16,89.758,994.0
KONYA,YUNAK,Aycicegi (Yaglik) 1. Ekilis Sulu,   164,11.58,17.45,5.77,54.33,31.25,4.67,9.22,89.354,1031.0
KONYA,YUNAK,Aycicegi (Yaglik) 1. Ekilis Kuru,   120,11.58,17.45,5.77,54.33,31.25,4.67,9.22,89.354,1031.0
KUTAHYA,ALTINTAS,Aycicegi (Yaglik) 1. Ekilis Sulu,   273,10.92,16.92,5.27,59.0,44.0,5.83,8.63,89.103,1054.0
KUTAHYA,ALTINTAS,Aycicegi (Yaglik) 1. Ekilis Kuru,   191,10.92,16.92,5.27,59.0,44.0,5.83,8.63,89.103,1054.0
KUTAHYA,ASLANAPA,Aycicegi (Yaglik) 1. Ekilis Sulu,   200,10.63,16.54,5.05,60.0,42.17,5.75,8.55,89.375,1029.0
KUTAHYA,ASLANAPA,Aycicegi (Yaglik) 1. Ekilis Kuru,   180,10.63,16.54,5.05,60.0,42.17,5.75,8.55,89.375,1029.0
KUTAHYA,CAVDARHISAR,Aycicegi (Yaglik) 1. Ekilis Sulu,   93,10.67,16.5,5.15,61.08,48.58,5.92,8.53,89.67,1002.0
KUTAHYA,CAVDARHISAR,Aycicegi (Yaglik) 1. Ekilis Kuru,   55,10.67,16.5,5.15,61.08,48.58,5.92,8.53,89.67,1002.0
KUTAHYA,DOMANIC,Aycicegi (Yaglik) 1. Ekilis Sulu,   65,9.77,15.35,4.38,66.33,48.08,6.33,8.22,91.181,865.0
KUTAHYA,DOMANIC,Aycicegi (Yaglik) 1. Ekilis Kuru,   50,9.77,15.35,4.38,66.33,48.08,6.33,8.22,91.181,865.0
KUTAHYA,DUMLUPINAR,Aycicegi (Yaglik) 1. Ekilis Sulu,   160,10.41,16.23,4.85,59.5,47.0,5.67,8.8,87.158,1235.0
KUTAHYA,DUMLUPINAR,Aycicegi (Yaglik) 1. Ekilis Kuru,   136,10.41,16.23,4.85,59.5,47.0,5.67,8.8,87.158,1235.0
KUTAHYA,EMET,Aycicegi (Yaglik) 1. Ekilis Sulu,   100,10.63,16.32,5.02,61.58,54.25,6.25,8.57,91.014,880.0
KUTAHYA,EMET,Aycicegi (Yaglik) 1. Ekilis Kuru,   86,10.63,16.32,5.02,61.58,54.25,6.25,8.57,91.014,880.0
KUTAHYA,GEDIZ,Aycicegi (Yaglik) 1. Ekilis Sulu,   145,12.18,17.92,6.53,58.75,48.0,5.58,8.81,92.322,763.0
KUTAHYA,GEDIZ,Aycicegi (Yaglik) 1. Ekilis Kuru,   104,12.18,17.92,6.53,58.75,48.0,5.58,8.81,92.322,763.0
KUTAHYA,HISARCIK,Aycicegi (Yaglik) 1. Ekilis Sulu,   230,10.86,16.49,5.33,61.83,54.25,6.25,8.57,92.536,744.0
KUTAHYA,HISARCIK,Aycicegi (Yaglik) 1. Ekilis Kuru,   120,10.86,16.49,5.33,61.83,54.25,6.25,8.57,92.536,744.0
KUTAHYA,MERKEZ,Aycicegi (Yaglik) 1. Ekilis Sulu,   297,10.23,16.06,4.88,61.83,46.08,6.08,8.21,90.307,944.0
KUTAHYA,MERKEZ,Aycicegi (Yaglik) 1. Ekilis Kuru,   136,10.23,16.06,4.88,61.83,46.08,6.08,8.21,90.307,944.0
KUTAHYA,PAZARLAR,Aycicegi (Yaglik) 1. Ekilis Sulu,   50,11.34,16.33,5.54,58.17,48.42,5.58,9.08,90.549,922.0
KUTAHYA,PAZARLAR,Aycicegi (Yaglik) 1. Ekilis Kuru,   35,11.34,16.33,5.54,58.17,48.42,5.58,9.08,90.549,922.0
KUTAHYA,SIMAV,Aycicegi (Yaglik) 1. Ekilis Sulu,   109,11.43,16.98,5.96,60.58,48.42,5.58,9.08,91.482,838.0
KUTAHYA,SIMAV,Aycicegi (Yaglik) 1. Ekilis Kuru,   87,11.43,16.98,5.96,60.58,48.42,5.58,9.08,91.482,838.0
KUTAHYA,SAPHANE,Aycicegi (Yaglik) 1. Ekilis Sulu,   136,11.52,17.19,5.79,58.5,48.92,5.67,9.0,89.692,1000.0
KUTAHYA,SAPHANE,Aycicegi (Yaglik) 1. Ekilis Kuru,   87,11.52,17.19,5.79,58.5,48.92,5.67,9.0,89.692,1000.0
KUTAHYA,TAVSANLI,Aycicegi (Yaglik) 1. Ekilis Sulu,   200,10.6,16.62,4.62,62.17,45.25,5.67,8.52,91.459,840.0
KUTAHYA,TAVSANLI,Aycicegi (Yaglik) 1. Ekilis Kuru,   170,10.6,16.62,4.62,62.17,45.25,5.67,8.52,91.459,840.0
MANISA,AKHISAR,Aycicegi (Yaglik) 1. Ekilis Sulu,   200,16.16,22.37,10.0,59.92,40.08,4.42,9.13,100.024,106.0
MANISA,AKHISAR,Aycicegi (Yaglik) 1. Ekilis Kuru,   100,16.16,22.37,10.0,59.92,40.08,4.42,9.13,100.024,106.0
MANISA,DEMIRCI,Aycicegi (Yaglik) 1. Ekilis Sulu,   180,12.02,17.68,6.47,61.33,49.17,5.58,9.11,90.472,929.0
MANISA,DEMIRCI,Aycicegi (Yaglik) 1. Ekilis Kuru,   100,12.02,17.68,6.47,61.33,49.17,5.58,9.11,90.472,929.0
KAHRAMANMARAS,AFSIN,Aycicegi (Yaglik) 1. Ekilis Sulu,   191,10.75,16.21,4.9,53.92,39.5,4.75,9.01,87.169,1234.0
KAHRAMANMARAS,AFSIN,Aycicegi (Yaglik) 1. Ekilis Kuru,   140,10.75,16.21,4.9,53.92,39.5,4.75,9.01,87.169,1234.0
KAHRAMANMARAS,ANDIRIN,Aycicegi (Yaglik) 1. Ekilis Sulu,   136,12.42,17.75,7.48,65.25,74.17,6.67,8.81,89.878,983.0
KAHRAMANMARAS,ANDIRIN,Aycicegi (Yaglik) 1. Ekilis Kuru,   123,12.42,17.75,7.48,65.25,74.17,6.67,8.81,89.878,983.0
KAHRAMANMARAS,EKINOZU,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,10.68,15.69,5.42,54.25,55.25,5.75,8.9,86.607,1287.0
KAHRAMANMARAS,EKINOZU,Aycicegi (Yaglik) 1. Ekilis Kuru,   280,10.68,15.69,5.42,54.25,55.25,5.75,8.9,86.607,1287.0
KAHRAMANMARAS,ELBISTAN,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,10.88,16.18,5.38,53.25,36.33,4.58,9.03,88.217,1136.0
KAHRAMANMARAS,ELBISTAN,Aycicegi (Yaglik) 1. Ekilis Kuru,   260,10.88,16.18,5.38,53.25,36.33,4.58,9.03,88.217,1136.0
KAHRAMANMARAS,GOKSUN,Aycicegi (Yaglik) 1. Ekilis Sulu,   250,8.78,13.91,3.33,61.0,66.58,6.17,8.66,86.018,1343.0
KAHRAMANMARAS,GOKSUN,Aycicegi (Yaglik) 1. Ekilis Kuru,   200,8.78,13.91,3.33,61.0,66.58,6.17,8.66,86.018,1343.0
KAHRAMANMARAS,PAZARCIK,Aycicegi (Yaglik) 1. Ekilis Sulu,   240,14.11,20.08,8.15,56.33,47.25,4.42,9.36,91.348,850.0
KAHRAMANMARAS,PAZARCIK,Aycicegi (Yaglik) 1. Ekilis Kuru,   190,14.11,20.08,8.15,56.33,47.25,4.42,9.36,91.348,850.0
KAHRAMANMARAS,TURKOGLU,Aycicegi (Yaglik) 1. Ekilis Sulu,   220,16.37,21.93,11.18,58.83,62.08,5.5,8.88,95.506,485.0
KAHRAMANMARAS,TURKOGLU,Aycicegi (Yaglik) 1. Ekilis Kuru,   180,16.37,21.93,11.18,58.83,62.08,5.5,8.88,95.506,485.0
MUGLA,DALAMAN,Aycicegi (Yaglik) 1. Ekilis Sulu,   382,18.3,22.64,13.68,63.25,85.83,5.0,9.72,101.152,14.0
MUGLA,DALAMAN,Aycicegi (Yaglik) 1. Ekilis Kuru,   150,18.3,22.64,13.68,63.25,85.83,5.0,9.72,101.152,14.0
MUGLA,DALAMAN,Aycicegi (Yaglik) 2. Ekilis Sulu,   310,18.3,22.64,13.68,63.25,85.83,5.0,9.72,101.152,14.0
MUGLA,DALAMAN,Aycicegi (Yaglik) 2. Ekilis Kuru,   100,18.3,22.64,13.68,63.25,85.83,5.0,9.72,101.152,14.0
MUS,BULANIK,Aycicegi (Yaglik) 1. Ekilis Kuru,   191,9.74,15.3,4.28,56.08,50.92,6.33,9.09,84.171,1521.0
MUS,BULANIK,Aycicegi (Yaglik) 1. Ekilis Sulu,   400,9.74,15.3,4.28,56.08,50.92,6.33,9.09,84.171,1521.0
MUS,HASKOY,Aycicegi (Yaglik) 1. Ekilis Kuru,   270,10.35,15.42,5.25,58.0,71.92,6.43,9.01,86.639,1284.0
MUS,HASKOY,Aycicegi (Yaglik) 1. Ekilis Sulu,   400,10.35,15.42,5.25,58.0,71.92,6.43,9.01,86.639,1284.0
MUS,KORKUT,Aycicegi (Yaglik) 1. Ekilis Kuru,   300,11.17,16.42,5.96,58.0,71.92,6.67,9.01,86.47,1300.0
MUS,KORKUT,Aycicegi (Yaglik) 1. Ekilis Sulu,   400,11.17,16.42,5.96,58.0,71.92,6.67,9.01,86.47,1300.0
MUS,MALAZGIRT,Aycicegi (Yaglik) 1. Ekilis Kuru,   191,9.74,15.65,3.77,56.33,42.08,5.75,9.52,84.078,1530.0
MUS,MALAZGIRT,Aycicegi (Yaglik) 1. Ekilis Sulu,   400,9.74,15.65,3.77,56.33,42.08,5.75,9.52,84.078,1530.0
MUS,MERKEZ,Aycicegi (Yaglik) 1. Ekilis Kuru,   246,8.32,13.28,3.21,58.5,90.67,7.42,8.88,86.27,1319.0
MUS,MERKEZ,Aycicegi (Yaglik) 1. Ekilis Sulu,   400,8.32,13.28,3.21,58.5,90.67,7.42,8.88,86.27,1319.0
MUS,VARTO,Aycicegi (Yaglik) 1. Ekilis Kuru,   320,7.1,12.74,0.62,57.92,60.83,6.67,8.84,84.191,1519.0
MUS,VARTO,Aycicegi (Yaglik) 1. Ekilis Sulu,   400,7.1,12.74,0.62,57.92,60.83,6.67,8.84,84.191,1519.0
NEVSEHIR,GULSEHIR,Aycicegi (Yaglik) 1. Ekilis Kuru,   191,11.85,18.33,5.07,52.08,29.5,4.5,9.58,90.638,914.0
NEVSEHIR,GULSEHIR,Aycicegi (Yaglik) 1. Ekilis Sulu,   250,11.85,18.33,5.07,52.08,29.5,4.5,9.58,90.638,914.0
NEVSEHIR,HACIBEKTAS,Aycicegi (Yaglik) 1. Ekilis Sulu,   191,11.13,17.41,4.65,51.83,29.08,4.42,9.52,86.734,1275.0
NEVSEHIR,HACIBEKTAS,Aycicegi (Yaglik) 1. Ekilis Kuru,   93,11.13,17.41,4.65,51.83,29.08,4.42,9.52,86.734,1275.0
NIGDE,BOR,Aycicegi (Yaglik) 1. Ekilis Sulu,   136,11.19,16.98,4.88,52.83,29.75,4.42,9.54,88.335,1125.0
NIGDE,BOR,Aycicegi (Yaglik) 1. Ekilis Kuru,   100,11.19,16.98,4.88,52.83,29.75,4.42,9.54,88.335,1125.0
SAKARYA,FERIZLI,Aycicegi (Yaglik) 1. Ekilis Sulu,   270,13.53,18.24,9.0,77.33,71.67,7.5,7.68,100.807,42.0
SAKARYA,FERIZLI,Aycicegi (Yaglik) 1. Ekilis Kuru,   246,13.53,18.24,9.0,77.33,71.67,7.5,7.68,100.807,42.0
SAKARYA,GEYVE,Aycicegi (Yaglik) 1. Ekilis Sulu,   170,12.22,17.33,7.55,73.92,70.25,7.83,7.17,100.28,85.0
SAKARYA,GEYVE,Aycicegi (Yaglik) 1. Ekilis Kuru,   136,12.22,17.33,7.55,73.92,70.25,7.83,7.17,100.28,85.0
SAKARYA,KARASU,Aycicegi (Yaglik) 1. Ekilis Sulu,   320,14.13,16.92,11.14,78.42,79.42,7.83,7.83,101.263,5.0
SAKARYA,KARASU,Aycicegi (Yaglik) 1. Ekilis Kuru,   260,14.13,16.92,11.14,78.42,79.42,7.83,7.83,101.263,5.0
SAKARYA,KAYNARCA,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,13.72,17.98,9.73,75.25,71.92,7.58,7.67,100.415,74.0
SAKARYA,KAYNARCA,Aycicegi (Yaglik) 1. Ekilis Kuru,   273,13.72,17.98,9.73,75.25,71.92,7.58,7.67,100.415,74.0
SAKARYA,SOGUTLU,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,13.53,18.24,9.0,77.33,71.67,7.5,7.68,101.09,19.0
SAKARYA,SOGUTLU,Aycicegi (Yaglik) 1. Ekilis Kuru,   300,13.53,18.24,9.0,77.33,71.67,7.5,7.68,101.09,19.0
SAKARYA,TARAKLI,Aycicegi (Yaglik) 1. Ekilis Sulu,   170,11.03,16.44,6.02,71.17,67.75,7.83,7.37,95.996,443.0
SAKARYA,TARAKLI,Aycicegi (Yaglik) 1. Ekilis Kuru,   136,11.03,16.44,6.02,71.17,67.75,7.83,7.37,95.996,443.0
SAKARYA,ADAPAZARI,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,13.96,18.98,9.15,77.5,79.0,8.0,7.25,100.93,32.0
SAKARYA,ADAPAZARI,Aycicegi (Yaglik) 1. Ekilis Kuru,   278,13.96,18.98,9.15,77.5,79.0,8.0,7.25,100.93,32.0
SAKARYA,ERENLER,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,13.96,18.98,9.15,77.5,79.0,8.0,7.25,100.918,33.0
SAKARYA,ERENLER,Aycicegi (Yaglik) 1. Ekilis Kuru,   246,13.96,18.98,9.15,77.5,79.0,8.0,7.25,100.918,33.0
SAKARYA,SERDIVAN,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,13.96,18.98,9.15,77.5,82.25,8.17,7.18,101.004,26.0
SAKARYA,SERDIVAN,Aycicegi (Yaglik) 1. Ekilis Kuru,   240,13.96,18.98,9.15,77.5,82.25,8.17,7.18,101.004,26.0
SAMSUN,BAFRA,Aycicegi (Yaglik) 1. Ekilis Sulu,   380,14.24,17.23,11.21,76.33,61.33,7.33,8.11,101.017,25.0
SAMSUN,BAFRA,Aycicegi (Yaglik) 1. Ekilis Kuru,   355,14.24,17.23,11.21,76.33,61.33,7.33,8.11,101.017,25.0
SAMSUN,HAVZA,Aycicegi (Yaglik) 1. Ekilis Sulu,   382,10.6,16.04,5.88,72.75,59.92,7.5,7.23,93.58,652.0
SAMSUN,HAVZA,Aycicegi (Yaglik) 1. Ekilis Kuru,   355,10.6,16.04,5.88,72.75,59.92,7.5,7.23,93.58,652.0
SAMSUN,LADIK,Aycicegi (Yaglik) 1. Ekilis Sulu,   398,8.43,13.25,4.08,73.67,76.67,9.0,7.04,90.241,950.0
SAMSUN,LADIK,Aycicegi (Yaglik) 1. Ekilis Kuru,   317,8.43,13.25,4.08,73.67,76.67,9.0,7.04,90.241,950.0
SAMSUN,VEZIRKOPRU,Aycicegi (Yaglik) 1. Ekilis Sulu,   382,10.46,15.96,5.7,72.75,61.5,7.58,7.17,97.21,340.0
SAMSUN,VEZIRKOPRU,Aycicegi (Yaglik) 1. Ekilis Kuru,   355,10.46,15.96,5.7,72.75,61.5,7.58,7.17,97.21,340.0
SIVAS,GEMEREK,Aycicegi (Yaglik) 1. Ekilis Sulu,   191,10.03,15.97,4.17,58.42,41.92,6.08,8.72,87.616,1192.0
SIVAS,GEMEREK,Aycicegi (Yaglik) 1. Ekilis Kuru,   100,10.03,15.97,4.17,58.42,41.92,6.08,8.72,87.616,1192.0
SIVAS,GURUN,Aycicegi (Yaglik) 1. Ekilis Sulu,   115,7.64,13.33,1.48,59.0,37.42,5.33,8.63,86.249,1321.0
SIVAS,GURUN,Aycicegi (Yaglik) 1. Ekilis Kuru,   100,7.64,13.33,1.48,59.0,37.42,5.33,8.63,86.249,1321.0
SIVAS,MERKEZ,Aycicegi (Yaglik) 1. Ekilis Sulu,   136,8.15,14.08,2.59,62.08,38.92,5.67,8.36,86.597,1288.0
SIVAS,MERKEZ,Aycicegi (Yaglik) 1. Ekilis Kuru,   120,8.15,14.08,2.59,62.08,38.92,5.67,8.36,86.597,1288.0
SIVAS,SARKISLA,Aycicegi (Yaglik) 1. Ekilis Sulu,   126,8.88,14.77,3.21,60.67,35.17,5.42,8.65,87.105,1240.0
SIVAS,SARKISLA,Aycicegi (Yaglik) 1. Ekilis Kuru,   100,8.88,14.77,3.21,60.67,35.17,5.42,8.65,87.105,1240.0
TEKIRDAG,CERKEZKOY,Aycicegi (Yaglik) 1. Ekilis Kuru,   160,13.87,17.73,10.14,72.58,52.58,5.75,8.17,99.331,163.0
TEKIRDAG,CERKEZKOY,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,13.87,17.73,10.14,72.58,52.58,5.75,8.17,99.331,163.0
TEKIRDAG,CORLU,Aycicegi (Yaglik) 1. Ekilis Kuru,   180,14.12,18.53,9.88,69.75,50.58,5.33,8.31,99.21,173.0
TEKIRDAG,CORLU,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,14.12,18.53,9.88,69.75,50.58,5.33,8.31,99.21,173.0
TEKIRDAG,HAYRABOLU,Aycicegi (Yaglik) 1. Ekilis Kuru,   175,14.43,19.59,9.36,67.5,56.25,5.42,8.38,100.574,61.0
TEKIRDAG,HAYRABOLU,Aycicegi (Yaglik) 1. Ekilis Sulu,   300,14.43,19.59,9.36,67.5,56.25,5.42,8.38,100.574,61.0
TEKIRDAG,HAYRABOLU,Aycicegi (Yaglik) 2. Ekilis Sulu,   169,14.43,19.59,9.36,67.5,56.25,5.42,8.38,100.574,61.0
TEKIRDAG,HAYRABOLU,Aycicegi (Yaglik) 2. Ekilis Kuru,   100,14.43,19.59,9.36,67.5,56.25,5.42,8.38,100.574,61.0
TEKIRDAG,MALKARA,Aycicegi (Yaglik) 1. Ekilis Sulu,   267,14.58,18.44,10.04,67.42,57.83,5.67,8.37,98.282,250.0
TEKIRDAG,MALKARA,Aycicegi (Yaglik) 1. Ekilis Kuru,   180,14.58,18.44,10.04,67.42,57.83,5.67,8.37,98.282,250.0
TEKIRDAG,MALKARA,Aycicegi (Yaglik) 2. Ekilis Sulu,   224,14.58,18.44,10.04,67.42,57.83,5.67,8.37,98.282,250.0
TEKIRDAG,MALKARA,Aycicegi (Yaglik) 2. Ekilis Kuru,   100,14.58,18.44,10.04,67.42,57.83,5.67,8.37,98.282,250.0
TEKIRDAG,MARMARAEREGLISI,Aycicegi (Yaglik) 1. Ekilis Sulu,   322,14.93,17.68,12.12,72.33,46.08,5.08,8.46,101.276,4.0
TEKIRDAG,MARMARAEREGLISI,Aycicegi (Yaglik) 1. Ekilis Kuru,   169,14.93,17.68,12.12,72.33,46.08,5.08,8.46,101.276,4.0
TEKIRDAG,MARMARAEREGLISI,Aycicegi (Yaglik) 2. Ekilis Sulu,   257,14.93,17.68,12.12,72.33,46.08,5.08,8.46,101.276,4.0
TEKIRDAG,MARMARAEREGLISI,Aycicegi (Yaglik) 2. Ekilis Kuru,   100,14.93,17.68,12.12,72.33,46.08,5.08,8.46,101.276,4.0
TEKIRDAG,MURATLI,Aycicegi (Yaglik) 1. Ekilis Sulu,   317,14.18,19.03,9.49,68.25,52.42,5.67,8.3,100.195,92.0
TEKIRDAG,MURATLI,Aycicegi (Yaglik) 1. Ekilis Kuru,   180,14.18,19.03,9.49,68.25,52.42,5.67,8.3,100.195,92.0
TEKIRDAG,MURATLI,Aycicegi (Yaglik) 2. Ekilis Sulu,   246,14.18,19.03,9.49,68.25,52.42,5.67,8.3,100.195,92.0
TEKIRDAG,MURATLI,Aycicegi (Yaglik) 2. Ekilis Kuru,   158,14.18,19.03,9.49,68.25,52.42,5.67,8.3,100.195,92.0
TEKIRDAG,SARAY,Aycicegi (Yaglik) 1. Ekilis Sulu,   327,13.71,17.8,9.73,73.08,60.42,6.75,7.81,99.294,166.0
TEKIRDAG,SARAY,Aycicegi (Yaglik) 1. Ekilis Kuru,   198,13.71,17.8,9.73,73.08,60.42,6.75,7.81,99.294,166.0
TEKIRDAG,SARAY,Aycicegi (Yaglik) 2. Ekilis Sulu,   273,13.71,17.8,9.73,73.08,60.42,6.75,7.81,99.294,166.0
TEKIRDAG,SARAY,Aycicegi (Yaglik) 2. Ekilis Kuru,   100,13.71,17.8,9.73,73.08,60.42,6.75,7.81,99.294,166.0
TEKIRDAG,SARKOY,Aycicegi (Yaglik) 1. Ekilis Sulu,   246,14.52,17.87,11.29,71.08,51.42,5.0,8.21,101.177,12.0
TEKIRDAG,SARKOY,Aycicegi (Yaglik) 1. Ekilis Kuru,   164,14.52,17.87,11.29,71.08,51.42,5.0,8.21,101.177,12.0
TEKIRDAG,SARKOY,Aycicegi (Yaglik) 2. Ekilis Sulu,   164,14.52,17.87,11.29,71.08,51.42,5.0,8.21,101.177,12.0
TEKIRDAG,SARKOY,Aycicegi (Yaglik) 2. Ekilis Kuru,   100,14.52,17.87,11.29,71.08,51.42,5.0,8.21,101.177,12.0
TOKAT,ARTOVA,Aycicegi (Yaglik) 1. Ekilis Sulu,   119,8.36,14.18,2.78,67.0,52.92,7.08,8.09,87.67,1187.0
TOKAT,ARTOVA,Aycicegi (Yaglik) 1. Ekilis Kuru,   100,8.36,14.18,2.78,67.0,52.92,7.08,8.09,87.67,1187.0
TOKAT,ERBAA,Aycicegi (Yaglik) 1. Ekilis Sulu,   355,11.65,16.76,7.08,73.58,83.75,9.33,6.93,98.27,251.0
TOKAT,ERBAA,Aycicegi (Yaglik) 1. Ekilis Kuru,   246,11.65,16.76,7.08,73.58,83.75,9.33,6.93,98.27,251.0
TOKAT,MERKEZ,Aycicegi (Yaglik) 1. Ekilis Sulu,   311,9.26,15.03,3.85,69.83,64.83,7.42,7.68,94.13,604.0
